yummy,convenient,spicy,fattening,greasy,fast,cheap,tasty,expensive,healthy,disgusting,Like,Age,VisitFrequency,Gender,GMM_Cluster,GMM_Max_Probability
Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,No,+4,39,Once a month,Female,6,0.9999999999995985
Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,No,I love it!+5,37,Once a week,Female,6,0.9999999999995985
Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,No,0,65,Once a year,Male,6,0.9999999999914913
No,Yes,No,Yes,No,Yes,No,No,No,No,Yes,I hate it!-5,55,Every three months,Male,4,0.9999994830127563
Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,-2,34,Once a year,Female,5,0.9999999999999432
No,Yes,No,Yes,No,Yes,Yes,No,No,No,No,+1,31,Once a week,Female,4,0.9999997067537126
Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,0,23,Once a month,Female,1,1.0
No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,0,42,Once a month,Female,7,0.9999742942287393
Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,+1,31,Once a year,Male,5,0.9999999997524398
No,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,+1,32,Once a month,Female,4,1.0
No,Yes,No,Yes,No,Yes,No,No,Yes,No,No,0,49,Every three months,Female,2,0.9997479123672843
No,Yes,No,No,Yes,Yes,Yes,No,No,No,Yes,0,59,Once a month,Male,7,0.9999999999764233
Yes,Yes,No,Yes,Yes,Yes,No,No,No,No,No,I love it!+5,21,More than once a week,Female,5,1.0
Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,No,No,+3,25,Once a month,Female,5,0.9999828688197381
No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,+2,24,Once a month,Male,7,0.9999742942287393
No,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,I hate it!-5,58,Never,Male,4,1.0
No,Yes,No,Yes,No,Yes,No,No,Yes,No,No,0,54,Every three months,Male,2,0.9997479123672843
No,No,No,Yes,Yes,Yes,No,No,Yes,No,Yes,I hate it!-5,62,Never,Male,2,0.9999999440098131
No,Yes,No,Yes,Yes,Yes,No,No,Yes,No,No,+3,31,Once a month,Male,2,0.9998026921367879
Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,+1,21,Once a month,Female,1,1.0
No,Yes,No,Yes,No,Yes,Yes,No,No,No,No,+2,48,Once a month,Male,4,0.9999997067537126
Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,0,30,Every three months,Female,5,0.9999999999874412
Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,+2,36,Once a week,Female,5,0.9999999999991047
Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,+2,21,Every three months,Female,5,0.9999999999999432
No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,+2,63,Every three months,Female,7,0.9999742942287393
Yes,Yes,No,Yes,Yes,No,Yes,No,No,Yes,No,+1,33,Once a week,Male,1,1.0
Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,I love it!+5,18,Once a week,Female,5,0.9999999999999432
Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,+2,20,Once a month,Male,5,0.9999999999999432
No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,0,56,Once a month,Female,7,0.9999999978343652
Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,+3,38,Every three months,Female,1,1.0
No,Yes,No,Yes,No,Yes,Yes,No,No,No,No,+1,43,Every three months,Male,4,0.9999997067537126
No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,0,18,Every three months,Male,0,0.9999999595346488
No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,No,+3,19,Once a week,Male,2,0.9999999959226162
No,Yes,Yes,Yes,No,Yes,No,No,Yes,No,Yes,-2,43,Every three months,Male,2,0.9996868253830918
No,No,No,Yes,Yes,Yes,No,No,Yes,No,Yes,I hate it!-5,50,Never,Male,2,0.9999999440098131
Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,No,No,-3,54,Once a month,Female,5,0.9999999942662754
Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,+2,23,Once a week,Male,5,0.9999999999999432
No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,0,40,Every three months,Male,1,1.0
Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,+2,52,Every three months,Female,6,0.9999998555500083
No,Yes,No,Yes,No,Yes,Yes,No,No,No,No,0,35,Every three months,Male,4,0.9999997067537126
No,Yes,No,Yes,No,Yes,No,No,Yes,No,No,+1,41,Once a month,Male,2,0.9997479123672843
No,No,No,Yes,Yes,Yes,No,No,Yes,No,Yes,-4,60,Once a year,Male,2,0.9999999440098131
Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,No,+3,66,Every three months,Female,6,0.9999999999995985
No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,-1,45,Every three months,Male,7,0.9999998859821341
No,Yes,No,Yes,Yes,No,No,No,Yes,No,Yes,I hate it!-5,39,Once a month,Male,3,0.9999999991009716
No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,+1,49,Once a year,Female,1,1.0
Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,+1,58,Once a month,Female,5,0.9999999999999432
Yes,Yes,No,No,No,Yes,Yes,Yes,No,Yes,No,+3,32,Every three months,Female,6,0.9999999999995026
Yes,Yes,No,Yes,No,No,No,Yes,Yes,Yes,No,+3,34,Once a month,Female,6,0.9999994122053324
No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,Yes,-2,50,Once a month,Female,7,0.9999448130082607
No,Yes,No,Yes,No,Yes,No,No,No,No,Yes,I hate it!-5,58,Never,Female,4,0.9999994830127563
No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,-3,34,Once a year,Female,7,0.9999999999087699
Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,+3,53,Every three months,Female,5,0.9999682912511245
Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,No,No,+3,46,Once a month,Male,5,0.9999828688197381
Yes,Yes,No,Yes,Yes,No,No,No,Yes,No,No,0,54,Once a year,Female,0,0.9999999744098401
Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,+4,29,Once a month,Male,5,0.9999682912511245
Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,+4,38,Once a month,Female,5,0.9999682912511245
Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,+2,52,Every three months,Female,1,1.0
Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,+1,32,Once a month,Female,5,0.9999999997524398
No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,+2,65,Once a month,Female,7,0.9999999984951646
Yes,Yes,No,Yes,No,Yes,No,No,No,No,No,0,44,Every three months,Male,5,1.0
No,Yes,No,Yes,No,Yes,Yes,No,No,Yes,No,-1,42,Once a month,Male,4,0.9999999999993499
Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,No,No,+4,37,Once a month,Female,5,0.9999828688197381
Yes,Yes,No,Yes,No,No,No,Yes,Yes,No,No,0,24,More than once a week,Male,6,0.9999974429760854
No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,0,69,Never,Female,7,0.9999999999986073
No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,0,39,Once a month,Male,7,0.9999999996526956
Yes,No,No,No,No,Yes,No,Yes,No,Yes,No,+4,55,Once a month,Male,6,1.0
Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,+2,47,Every three months,Female,5,0.9999999997524398
Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,No,I love it!+5,46,Once a month,Female,6,0.9999999091818387
Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,No,No,0,63,Every three months,Female,5,0.9999828688197381
No,No,No,Yes,Yes,Yes,Yes,No,No,No,Yes,-4,64,Never,Female,2,0.9999364419893985
Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,No,Yes,+3,34,Every three months,Female,5,0.99999997234567
No,Yes,No,Yes,Yes,Yes,No,No,Yes,No,Yes,-2,30,Once a week,Male,2,0.999986387260939
Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,+2,37,Once a year,Female,5,0.9999999999999432
Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,No,+4,48,Once a month,Male,6,0.9999999091818387
Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,+3,32,Once a month,Female,1,1.0
No,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No,-1,24,Once a year,Female,7,0.9999999999063203
Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,No,+4,65,Every three months,Male,6,0.9999999999914913
No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,-3,64,Every three months,Male,7,0.9999742942287393
No,Yes,No,No,No,Yes,No,No,No,No,No,0,64,Every three months,Male,4,0.9999999999998899
Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,No,+2,50,Once a month,Male,6,0.9999999999995985
Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,No,No,+2,55,Once a month,Male,5,0.9999828688197381
No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,-2,70,Once a year,Male,7,0.9999996026592218
No,No,No,Yes,Yes,No,Yes,No,No,No,Yes,-2,35,Never,Female,7,1.0
No,No,No,No,No,No,No,No,No,No,No,I hate it!-5,24,Never,Male,3,1.0
No,Yes,No,Yes,Yes,Yes,No,No,Yes,No,Yes,I hate it!-5,18,Once a year,Male,2,0.999986387260939
Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,+4,30,Once a month,Female,5,0.9999999999999432
No,Yes,No,Yes,Yes,Yes,No,No,No,No,Yes,-3,59,Once a year,Male,7,0.9999594009115814
Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,No,No,+3,64,Once a month,Male,5,0.9999828688197381
No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,-3,62,Once a year,Male,7,0.9999999984951646
No,Yes,No,Yes,No,No,No,No,Yes,No,No,-3,63,Once a year,Female,3,0.9999997688285395
Yes,Yes,No,Yes,Yes,No,No,Yes,No,No,No,+3,36,Once a week,Male,1,1.0
No,Yes,No,Yes,Yes,No,No,No,Yes,No,No,0,32,Every three months,Male,3,0.999999959026078
Yes,No,No,No,Yes,Yes,No,Yes,Yes,No,No,I love it!+5,61,Once a week,Female,0,1.0
Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,No,No,+4,42,Once a week,Female,5,0.9999828688197381
Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,I love it!+5,43,Once a month,Female,5,0.9999682912511245
No,Yes,No,Yes,No,No,No,No,No,No,No,0,44,Once a year,Female,3,0.999999999996426
No,No,No,Yes,Yes,Yes,No,Yes,Yes,No,No,+2,19,Once a week,Male,0,1.0
No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,+1,53,Every three months,Female,0,0.9999995429955538
Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,+2,32,Every three months,Male,5,0.9999682912511245
No,Yes,No,Yes,Yes,Yes,No,No,Yes,No,No,0,52,Once a month,Female,2,0.9998026921367879
No,Yes,No,Yes,No,Yes,Yes,No,No,No,Yes,-3,60,Never,Male,4,0.9999991978184772
No,Yes,No,Yes,Yes,Yes,No,No,Yes,No,No,-1,53,Every three months,Female,2,0.9998026921367879
No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,Yes,I hate it!-5,33,Once a year,Female,7,0.9999448130082607
Yes,No,Yes,No,No,No,No,No,Yes,Yes,No,I love it!+5,40,Once a month,Female,0,1.0
Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,No,No,-2,63,Once a year,Male,5,0.9999828688197381
Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,No,+3,47,Once a week,Male,6,0.9999999999914913
Yes,Yes,No,Yes,No,Yes,No,Yes,No,No,No,+3,25,Once a month,Female,5,0.9999935367592383
No,Yes,No,Yes,No,Yes,Yes,No,No,No,No,-3,38,Every three months,Male,4,0.9999997067537126
Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,I love it!+5,28,Once a week,Female,5,0.9999999999999432
No,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,No,0,57,Once a year,Male,0,0.9999999999977218
Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,No,+4,56,Once a week,Female,6,0.9999999999995985
Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,+3,35,Every three months,Male,5,0.9999999997524398
No,No,No,Yes,Yes,Yes,No,No,Yes,No,Yes,-3,62,Once a year,Male,2,0.9999999440098131
Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,No,No,+1,37,Every three months,Female,5,0.9999828688197381
No,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,No,+1,63,Once a week,Male,7,0.9999999999998401
No,Yes,Yes,No,No,Yes,No,No,Yes,Yes,No,+1,57,Once a year,Male,0,0.9999999972758609
No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,-1,53,Once a year,Female,7,0.9999742942287393
No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,Yes,+2,49,Once a week,Female,7,0.9999448130082607
No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,+1,56,Never,Male,7,0.9999999984951646
No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No,+1,50,Once a month,Male,4,0.9999999999999982
Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,+4,59,Once a year,Female,5,0.9999682912511245
Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,No,I love it!+5,32,Once a month,Female,6,0.9999999999995985
Yes,Yes,No,Yes,No,Yes,No,Yes,No,No,No,+4,44,Once a month,Female,5,0.9999935367592383
No,Yes,No,Yes,Yes,Yes,No,No,Yes,No,No,+1,34,Once a month,Female,2,0.9998026921367879
No,Yes,No,Yes,No,Yes,Yes,No,No,No,Yes,0,51,Once a year,Female,4,0.9999991978184772
Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,+1,33,Once a month,Male,5,0.9999999999999432
Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,+2,36,Once a month,Female,1,1.0
Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,+3,24,More than once a week,Female,0,0.9999979790412905
Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,+3,42,Once a month,Female,5,0.9999682912511245
No,Yes,No,Yes,Yes,Yes,No,No,Yes,No,Yes,I hate it!-5,45,Never,Male,2,0.999986387260939
No,Yes,No,Yes,Yes,Yes,No,No,Yes,No,Yes,0,48,Every three months,Female,2,0.999986387260939
Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,I love it!+5,34,More than once a week,Female,5,0.9999682912511245
Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,I love it!+5,28,Once a week,Female,5,0.9999682912511245
No,No,No,No,No,No,No,No,No,No,No,0,55,Once a year,Female,3,1.0
Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,+2,29,Every three months,Female,1,1.0
Yes,Yes,No,No,No,Yes,Yes,Yes,No,Yes,No,I love it!+5,40,Once a month,Female,6,0.9999999999995026
Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,0,44,Every three months,Male,5,0.9999999997524398
No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,I hate it!-5,49,Once a year,Male,2,0.9981216257818291
Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,+3,29,Once a month,Male,5,0.9999682912511245
Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,+4,40,Once a week,Male,5,0.9999999999999432
No,No,No,Yes,No,Yes,Yes,No,Yes,No,No,+3,30,More than once a week,Male,2,1.0
Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,+2,34,Once a month,Male,5,0.9999682912511245
Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,+1,60,Every three months,Male,5,0.9999999999996625
No,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,+2,66,Once a month,Male,4,1.0
Yes,Yes,No,No,No,Yes,No,Yes,Yes,Yes,No,+3,51,Every three months,Male,6,0.9999999898062732
No,No,No,Yes,Yes,Yes,Yes,No,No,No,Yes,I hate it!-5,44,Once a year,Male,2,0.9999364419893985
Yes,Yes,No,No,No,Yes,Yes,Yes,No,Yes,No,+3,64,Once a year,Male,6,0.9999999999995026
Yes,Yes,No,No,No,Yes,Yes,No,Yes,Yes,No,+3,37,Every three months,Female,1,1.0
No,No,No,Yes,Yes,No,No,No,Yes,No,Yes,I hate it!-5,51,Never,Male,3,0.999999999999595
Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,+4,30,Once a week,Male,5,0.9999682912511245
No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,-4,53,Once a year,Male,7,1.0
No,No,No,Yes,Yes,No,Yes,Yes,No,No,No,+1,48,Once a month,Male,7,1.0
No,Yes,No,Yes,Yes,Yes,No,No,Yes,No,No,-2,67,Once a year,Female,2,0.9998026921367879
No,Yes,No,Yes,Yes,Yes,No,No,Yes,No,Yes,I hate it!-5,39,Never,Male,2,0.999986387260939
Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,No,+3,67,Every three months,Female,6,0.9999999999995985
No,Yes,No,Yes,Yes,Yes,No,No,No,No,Yes,-3,61,Never,Male,7,0.9999594009115814
No,Yes,No,Yes,No,No,No,Yes,Yes,No,No,+2,57,Every three months,Male,0,0.9999999963152169
No,Yes,No,Yes,No,No,Yes,No,No,No,Yes,I hate it!-5,64,Once a year,Male,1,1.0
No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,-4,64,Once a year,Female,7,0.9999999999087699
Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,+4,34,Once a week,Female,1,1.0
Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,+4,45,Once a week,Male,1,1.0
Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,+3,34,Once a month,Male,5,0.9999682912511245
No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,Yes,I hate it!-5,67,Once a year,Male,7,0.9999448130082607
No,No,No,Yes,No,Yes,No,No,No,No,Yes,I hate it!-5,38,Never,Female,2,0.9999994530584461
Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,+2,22,Once a week,Male,5,0.9999999999997939
Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,No,No,I love it!+5,57,Once a week,Female,6,0.9999999999997016
Yes,Yes,No,No,No,Yes,Yes,Yes,No,No,No,+2,65,Every three months,Female,6,0.9999999999999218
No,Yes,No,Yes,Yes,Yes,No,No,No,No,No,-2,63,Once a year,Male,7,0.9999827456372965
No,Yes,No,Yes,Yes,Yes,No,No,Yes,No,Yes,0,49,Once a year,Male,2,0.999986387260939
No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,Yes,-2,36,Once a year,Male,7,0.9999448130082607
No,No,Yes,Yes,Yes,No,No,No,No,Yes,Yes,-1,60,Never,Female,7,1.0
No,Yes,No,Yes,Yes,Yes,No,No,Yes,No,Yes,-3,62,Once a year,Female,2,0.999986387260939
Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,No,I love it!+5,55,Once a week,Male,5,0.9999945747994279
Yes,Yes,No,Yes,No,Yes,No,Yes,No,No,No,+3,41,Once a month,Female,5,0.9999935367592383
No,Yes,No,Yes,Yes,Yes,No,No,Yes,No,Yes,-2,46,More than once a week,Male,2,0.999986387260939
Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,+3,51,Once a month,Female,5,0.9999682912511245
Yes,Yes,No,No,No,Yes,No,Yes,No,Yes,No,I love it!+5,61,Every three months,Female,6,0.9999999999869935
Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,No,+3,38,Once a week,Female,6,0.9999999091818387
No,Yes,No,Yes,Yes,Yes,No,No,Yes,No,Yes,-4,59,Never,Female,2,0.999986387260939
Yes,Yes,No,No,No,Yes,No,Yes,No,Yes,No,+4,36,Once a month,Male,6,0.9999999999869935
No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,0,62,Never,Female,7,0.9999742942287393
No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,0,58,Once a month,Male,0,0.9999997331024036
Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,+4,23,Once a week,Female,5,0.9999999999999432
No,Yes,No,Yes,No,Yes,No,No,Yes,No,Yes,I hate it!-5,50,Every three months,Female,2,0.9999776649436288
Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,No,No,+4,25,Once a month,Female,5,0.9999828688197381
No,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,+1,55,Once a month,Male,4,1.0
No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,I hate it!-5,48,Once a year,Male,2,0.9999999999846132
No,No,No,Yes,No,Yes,No,No,No,No,Yes,I hate it!-5,62,Never,Female,2,0.9999994530584461
Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,+2,61,Every three months,Female,5,0.9999682912511245
Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,+4,32,More than once a week,Female,5,0.9999999997524398
No,Yes,No,No,No,Yes,Yes,No,No,Yes,No,0,49,Every three months,Male,4,0.9999999999998934
Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,+3,20,Once a month,Male,1,1.0
No,Yes,No,Yes,Yes,Yes,No,No,Yes,No,Yes,+1,43,Every three months,Female,2,0.999986387260939
No,No,No,No,No,Yes,Yes,No,No,No,No,I hate it!-5,63,Never,Female,4,1.0
Yes,Yes,No,No,No,Yes,Yes,Yes,No,Yes,No,+4,60,Once a month,Female,6,0.9999999999995026
No,Yes,No,Yes,No,Yes,Yes,No,No,No,No,+1,68,Once a year,Female,4,0.9999997067537126
Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,+3,64,Once a month,Male,5,0.9999682912511245
No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,Yes,I hate it!-5,57,Once a year,Male,7,0.9999448130082607
Yes,Yes,No,No,No,Yes,Yes,Yes,No,No,No,+4,71,Once a month,Male,6,0.9999999999999218
Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,+3,30,Every three months,Female,5,0.9999999999991047
Yes,Yes,No,No,No,Yes,Yes,Yes,No,Yes,No,I love it!+5,61,More than once a week,Male,6,0.9999999999995026
Yes,No,No,No,No,Yes,Yes,Yes,No,No,No,+1,55,Once a month,Female,6,1.0
Yes,Yes,No,No,No,Yes,No,No,Yes,No,No,-3,53,Once a month,Male,0,0.99999342084933
Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,No,No,+4,45,Every three months,Male,5,0.9999828688197381
Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,+3,41,Once a month,Male,5,0.9999682912511245
Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,+3,30,Every three months,Male,0,0.9999979790412905
No,Yes,No,Yes,No,Yes,Yes,No,No,No,No,+2,42,Once a week,Female,4,0.9999997067537126
Yes,Yes,No,No,No,Yes,Yes,Yes,No,No,No,+3,22,Once a week,Female,6,0.9999999999999218
Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,+3,46,Every three months,Female,5,0.9999682912511245
Yes,Yes,No,Yes,No,Yes,No,Yes,No,No,No,I love it!+5,43,Once a month,Male,5,0.9999935367592383
Yes,Yes,No,No,No,Yes,Yes,Yes,No,Yes,No,I love it!+5,33,Once a month,Female,6,0.9999999999995026
Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,-2,19,Never,Female,5,0.9999999999999432
Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,+4,24,Once a month,Male,5,0.9999999997524398
No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,-4,58,Once a year,Male,2,0.9999999999846132
No,Yes,No,Yes,No,Yes,No,No,Yes,No,No,0,59,Every three months,Male,2,0.9997479123672843
Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,+3,31,Once a month,Female,5,0.9999682912511245
No,Yes,No,Yes,Yes,Yes,No,No,Yes,No,No,+2,37,Once a month,Female,2,0.9998026921367879
No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,+2,56,Once a month,Male,7,0.9999999984951646
No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,-2,52,Every three months,Male,7,0.9999999978343652
No,No,No,Yes,Yes,Yes,Yes,No,No,No,Yes,I hate it!-5,36,Never,Male,2,0.9999364419893985
Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,+4,25,Once a month,Female,1,1.0
Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,No,Yes,0,20,Once a year,Male,5,0.9999999999999467
Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,No,No,+4,21,Once a month,Female,0,0.999999993779531
Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,No,No,-2,59,Once a week,Female,5,0.9999999942662754
No,Yes,No,Yes,No,Yes,Yes,No,No,No,No,-4,51,Once a year,Female,4,0.9999997067537126
No,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,+2,50,Once a month,Female,4,1.0
No,Yes,No,Yes,No,Yes,Yes,No,No,No,No,0,63,Every three months,Male,4,0.9999997067537126
Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,+1,25,Every three months,Female,5,0.9999682912511245
No,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,+1,51,Once a month,Male,4,1.0
No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,-1,36,Once a year,Female,7,0.9999999978343652
Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,+3,31,Once a month,Female,5,0.9999999997524398
No,Yes,No,Yes,No,Yes,Yes,No,No,No,No,+1,26,Once a month,Male,4,0.9999997067537126
No,No,No,No,No,No,No,No,No,No,Yes,I hate it!-5,30,Once a year,Male,3,1.0
Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,+2,37,Once a month,Female,5,0.9999682912511245
Yes,Yes,No,Yes,Yes,Yes,No,No,No,No,Yes,-1,30,Every three months,Male,5,1.0
Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,+4,30,Once a month,Female,1,1.0
No,Yes,Yes,No,No,Yes,No,Yes,Yes,No,No,+4,55,Every three months,Female,0,0.9999999859812309
No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,+1,19,Once a month,Female,7,0.9999742942287393
Yes,Yes,No,No,No,Yes,Yes,Yes,No,Yes,No,I love it!+5,23,More than once a week,Female,6,0.9999999999995026
No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,Yes,-4,26,Every three months,Female,7,0.9999448130082607
No,Yes,No,Yes,No,Yes,Yes,No,No,No,No,-1,59,Once a year,Female,4,0.9999997067537126
Yes,Yes,No,No,No,Yes,No,Yes,Yes,Yes,No,+4,23,Once a week,Male,6,0.9999999898062732
